customerID,gender,ContractedDate,CancelledDate,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,Churn
9675-ICXCT,Male,24/06/1988,,Yes,Two year,Yes,Electronic check,80.8,5728.55,4,0,No
1024-VRZHF,Male,19/12/1980,23/12/2010,Yes,Month-to-month,Yes,Electronic check,74.95,825.7,0,0,Yes
4703-MQYKT,Male,25/10/1991,,Yes,Two year,No,Mailed check,19.6,390.4,0,1,No
9497-QCMMS,Male,18/04/1993,29/08/2019,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,0,1,Yes
5692-ICXLW,Male,04/11/1976,,Yes,Month-to-month,Yes,Electronic check,90.7,2845.15,0,0,No
0602-DDUML,Female,05/05/1973,,Yes,Two year,No,Mailed check,69.75,3894.4,0,0,No
2208-MPXIO,Female,01/04/1980,,Yes,Two year,Yes,Bank transfer (automatic),20,886.4,0,0,No
1960-UYCNN,Male,13/09/1971,,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,0,0,No
0348-SDKOL,Female,16/08/1970,19/02/2009,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,3,6,Yes
3190-FZATL,Male,18/01/1989,,Yes,Month-to-month,No,Mailed check,19.95,268.4,0,0,No
7336-RLLRH,Male,01/10/1969,,Yes,One year,No,Mailed check,80.85,2204.35,0,0,No
4373-MAVJG,Female,29/05/1960,14/12/2003,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,0,1,Yes
8901-HJXTF,Female,12/05/1998,27/02/2013,No,Month-to-month,No,Mailed check,29.2,309.1,0,0,Yes
7710-JSYOA,Female,27/09/1980,,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,0,0,No
5419-KLXBN,Female,09/05/1992,06/02/2020,Yes,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,0,0,Yes
3424-NMNBO,Male,16/08/1951,12/10/2018,Yes,One year,Yes,Electronic check,108.85,6287.25,0,6,Yes
9885-MFVSU,Female,05/11/2001,,No,Two year,Yes,Credit card (automatic),46.35,1662.05,0,0,No
4514-GFCFI,Female,28/12/1989,12/05/2020,Yes,Month-to-month,Yes,Electronic check,84.75,1350.15,0,0,Yes
0607-MVMGC,Male,31/10/1976,,Yes,One year,No,Credit card (automatic),78.75,3600.65,0,0,No
3365-SAIGS,Female,30/12/1978,,Yes,Month-to-month,Yes,Electronic check,83.55,1329.15,0,0,No
9828-AOQLM,Female,04/03/1979,17/01/2022,Yes,Month-to-month,Yes,Electronic check,45.7,45.7,0,0,Yes
8022-BECSI,Male,02/08/1980,,Yes,One year,No,Mailed check,19.6,422.5,0,0,No
8000-REIQB,Female,17/06/1957,30/01/2010,Yes,Month-to-month,Yes,Electronic check,69.95,69.95,0,0,Yes
9993-LHIEB,Male,20/05/1979,,Yes,Two year,No,Mailed check,67.85,4627.65,0,0,No
0266-CLZKZ,Female,30/06/1966,,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,0,No
7615-ESMYF,Female,23/04/1957,15/11/2011,No,Month-to-month,No,Electronic check,44.6,97.1,0,0,Yes
3858-VOBET,Male,14/09/1980,21/01/2011,Yes,Month-to-month,Yes,Electronic check,74.95,1710.45,0,0,Yes
7020-OZKXZ,Female,07/05/1953,,Yes,Month-to-month,No,Credit card (automatic),75.5,637.4,0,0,No
3977-QCRSL,Female,08/01/1952,,Yes,Month-to-month,No,Mailed check,20.15,117.95,1,0,No
0017-DINOC,Male,18/04/1988,,No,Two year,No,Credit card (automatic),45.2,2460.55,1,0,No
1447-PJGGA,Female,14/09/1961,08/02/2011,Yes,Two year,Yes,Electronic check,95.25,5464.65,0,5,Yes
8565-CLBZW,Male,01/02/1979,22/12/2006,Yes,Month-to-month,Yes,Mailed check,89.85,2165.05,0,3,Yes
9139-WQQDY,Female,18/03/1995,21/05/2005,Yes,One year,No,Mailed check,100.45,4941.8,5,4,Yes
0224-HJAPT,Male,21/12/1999,23/11/2008,Yes,Month-to-month,No,Electronic check,47.15,223.15,0,0,Yes
8086-OVPWV,Male,14/07/1957,14/08/2009,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,0,0,Yes
9430-FRQOC,Female,20/12/1954,15/06/2017,Yes,Month-to-month,Yes,Mailed check,87.1,341.45,0,0,Yes
7639-OPLNG,Male,14/11/1988,,Yes,Two year,Yes,Bank transfer (automatic),79.25,5731.85,0,0,No
3074-GQWYX,Male,23/12/1994,15/02/2008,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,0,0,Yes
1492-QGCLU,Male,20/07/1958,,Yes,Month-to-month,No,Electronic check,85.7,4616.1,0,0,No
6845-RGTYS,Female,24/03/1995,16/12/2016,Yes,Month-to-month,Yes,Electronic check,98.75,4533.7,0,6,Yes
7328-OWMOM,Female,22/01/1976,,Yes,One year,No,Credit card (automatic),20.1,589.25,0,0,No
4418-LZMSV,Male,28/01/1976,,Yes,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0,0,No
5155-AZQPB,Female,18/06/1987,,Yes,Month-to-month,No,Mailed check,49.9,1410.25,5,0,No
8861-HGGKB,Female,29/11/1972,04/06/2010,Yes,Month-to-month,No,Electronic check,86.45,830.85,0,0,Yes
1087-GRUYI,Male,08/10/1955,,Yes,Two year,No,Bank transfer (automatic),20.4,743.5,0,0,No
7065-YUNRY,Female,01/08/1985,11/08/2005,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,0,0,Yes
7694-VLBWQ,Male,26/07/1995,04/11/2017,Yes,One year,No,Electronic check,104.1,7040.85,0,6,Yes
2546-KZAAT,Male,25/01/1997,,Yes,One year,Yes,Mailed check,75.4,3865.45,0,0,No
0181-RITDD,Male,15/08/1955,,Yes,Two year,No,Mailed check,108.15,6825.65,5,0,No
5989-PGKJB,Female,18/08/1981,,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,0,0,No
4795-KTRTH,Female,13/12/1999,16/06/2005,Yes,Month-to-month,Yes,Electronic check,81,371.65,4,0,Yes
8272-ONJLV,Male,16/01/1987,,Yes,One year,No,Electronic check,95.7,1184,2,0,No
1488-PBLJN,Female,13/08/1987,,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,0,0,No
0308-GIQJT,Male,16/10/1991,,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,0,0,No
3778-FOAQW,Female,27/07/1992,,Yes,One year,No,Mailed check,20.15,456.85,0,0,No
4452-ROHMO,Female,09/11/1966,,Yes,Two year,No,Mailed check,19.6,331.6,0,0,No
6481-OGDOO,Male,26/02/2000,07/01/2007,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,0,7,Yes
3090-LETTY,Male,15/11/1996,,Yes,Month-to-month,No,Bank transfer (automatic),60.95,134.6,0,0,No
5349-AZPEW,Female,09/01/1993,,No,Month-to-month,No,Mailed check,25.05,125.5,0,0,No
3753-TSEMP,Female,28/12/1991,23/04/2006,Yes,Month-to-month,No,Electronic check,88.15,1390.6,0,1,Yes
8305-VHZBZ,Male,11/07/1960,04/02/2012,Yes,Month-to-month,Yes,Mailed check,20.2,20.2,0,0,Yes
9720-JJJOR,Male,10/05/1993,,Yes,One year,Yes,Bank transfer (automatic),60.3,2511.3,0,0,No
8100-HZZLJ,Female,14/04/1973,,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,0,0,No
8775-ERLNB,Male,08/05/1958,,Yes,Month-to-month,No,Electronic check,74.3,74.3,5,0,No
8309-IEYJD,Female,07/04/1966,,Yes,Month-to-month,Yes,Mailed check,70.6,70.6,0,0,No
9172-JITSM,Female,09/08/1955,24/03/2010,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,0,2,Yes
6298-QDFNH,Male,08/05/1990,15/07/2021,Yes,Month-to-month,Yes,Electronic check,79.35,1730.35,0,1,Yes
7398-HPYZQ,Male,25/09/1969,,Yes,Two year,No,Bank transfer (automatic),90.55,6404,0,0,No
3546-GHEAE,Male,04/06/1975,,Yes,Two year,No,Mailed check,19.45,165.35,1,0,No
7361-YPXFS,Female,29/05/1979,,Yes,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,0,0,No
6557-BZXLQ,Male,21/01/1974,,Yes,Month-to-month,No,Electronic check,69.65,1043.3,3,0,No
2550-QHZGP,Male,15/07/1978,,Yes,One year,No,Mailed check,19.5,128.6,0,0,No
7519-JTWQH,Female,31/01/1996,,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,0,4,No
2538-OIMXF,Female,24/01/1970,,No,Month-to-month,No,Mailed check,24.7,24.7,0,0,No
8543-MSDMF,Male,08/02/1999,,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,0,0,No
9961-JBNMK,Male,23/05/1976,07/03/2014,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,0,2,Yes
1170-SASML,Female,19/03/1991,,Yes,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,0,0,No
4872-JCVCA,Female,14/05/1982,,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,2,0,No
5346-BZCHP,Female,21/05/1968,,Yes,Two year,No,Mailed check,19.4,1346.2,0,0,No
2038-LLMLM,Female,11/02/1970,,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,0,4,No
6173-ITPWD,Male,04/03/1969,21/07/2012,Yes,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,0,4,Yes
9734-UYXQI,Female,24/03/1981,03/08/2006,Yes,Month-to-month,Yes,Electronic check,49.4,106.55,0,0,Yes
1216-BGTSP,Male,05/04/1965,,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,0,0,No
4138-NAXED,Male,30/05/1974,,Yes,Month-to-month,No,Bank transfer (automatic),81,4085.75,0,0,No
2189-UXTKY,Female,07/12/1957,04/01/2012,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,1,3,Yes
0744-BIKKF,Male,08/03/1994,,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,0,0,No
7483-IQWIB,Male,25/06/1983,,Yes,Month-to-month,Yes,Electronic check,92.95,3415.25,0,2,No
5248-KWLAR,Male,19/02/1955,,Yes,Two year,No,Electronic check,90.35,6325.25,0,0,No
4958-GZWIY,Male,25/09/1966,04/11/2012,Yes,Month-to-month,No,Electronic check,48.7,340.25,0,0,Yes
7996-MHXLW,Female,11/01/1985,,Yes,Two year,Yes,Credit card (automatic),25.15,1683.6,0,0,No
7833-PKIHD,Male,23/05/1952,,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,0,0,No
7061-OVMIM,Female,06/12/1977,,Yes,One year,No,Bank transfer (automatic),19.55,608.5,0,0,No
5153-RTHKF,Female,15/02/1988,,Yes,Month-to-month,No,Electronic check,85.35,2896.6,0,0,No
1852-QSWCD,Male,05/02/1952,,Yes,Two year,Yes,Mailed check,24.8,1514.85,0,0,No
4832-VRBMR,Male,15/02/1983,,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,2,0,No
9079-LWTFD,Male,03/05/1974,,Yes,Month-to-month,No,Mailed check,100.75,4669.2,0,0,No
6356-ELRKD,Female,30/05/2002,11/12/2008,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,4,0,Yes
8624-GIOUT,Female,14/02/2001,23/08/2011,Yes,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,0,5,Yes
3392-EHMNK,Female,04/12/1954,,Yes,Two year,No,Credit card (automatic),94.1,6302.8,0,0,No
5986-WWXDV,Male,10/09/1991,,Yes,One year,No,Bank transfer (automatic),19.35,779.2,0,0,No
3061-BCKYI,Male,24/03/1973,,Yes,Month-to-month,No,Mailed check,19.9,283.75,0,0,No
6179-GJPSO,Female,11/10/1982,13/04/2004,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,0,4,Yes
7901-TBKJX,Male,19/06/1964,,Yes,Month-to-month,Yes,Electronic check,101.05,5594,0,0,No
7228-PAQPD,Female,25/07/1980,,Yes,One year,No,Credit card (automatic),59.1,772.85,0,0,No
3177-LASXD,Female,26/02/1968,01/04/2006,Yes,Month-to-month,No,Electronic check,71.35,71.35,1,0,Yes
7746-QYVCO,Male,17/09/1981,,Yes,One year,Yes,Mailed check,55.85,857.8,0,0,No
5804-HYIEZ,Male,03/11/1954,,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,4,0,No
9919-FZDED,Male,29/12/1969,,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,4,0,No
5934-TSSAU,Female,14/04/2002,,Yes,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,1,0,No
3486-KHMLI,Male,11/07/1990,,Yes,Month-to-month,No,Mailed check,24.7,467.15,0,0,No
4897-QSUYC,Female,16/03/1959,23/03/2019,Yes,Month-to-month,Yes,Mailed check,20.15,20.15,0,0,Yes
1084-UQCHV,Male,19/12/1969,28/07/2013,Yes,Month-to-month,No,Bank transfer (automatic),69.75,69.75,0,0,Yes
8290-YWKHZ,Female,18/06/2001,29/12/2015,Yes,Month-to-month,Yes,Electronic check,93.2,2931,0,3,Yes
2955-BJZHG,Male,11/11/1988,23/03/2008,Yes,Month-to-month,No,Electronic check,80.85,1400.85,0,0,Yes
3806-DXQOM,Female,13/04/1967,22/03/2020,No,Month-to-month,Yes,Electronic check,33.65,137.85,0,1,Yes
6784-XYJAE,Female,18/12/1961,,Yes,One year,No,Electronic check,55.8,1941.5,3,0,No
3933-DQPWX,Female,02/10/2000,,No,Two year,No,Credit card (automatic),39.7,1932.75,0,0,No
6661-EIPZC,Female,30/03/1954,,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,0,0,No
8957-THMOA,Female,06/05/1990,,Yes,Two year,No,Credit card (automatic),20.15,970.85,0,3,No
2251-PYLPB,Male,10/08/1977,,Yes,Two year,No,Credit card (automatic),79.55,5810.9,3,0,No
5555-RNPGT,Male,14/12/1981,,Yes,Month-to-month,No,Credit card (automatic),24.8,223.9,0,0,No
1057-FOGLZ,Female,28/10/1985,,Yes,Month-to-month,No,Mailed check,19.65,391.7,2,1,No
9300-RENDD,Male,15/11/1975,10/10/2021,Yes,Month-to-month,Yes,Electronic check,79.95,79.95,3,0,Yes
0761-AETCS,Female,23/11/1989,26/12/2009,Yes,Month-to-month,No,Electronic check,19.3,19.3,0,0,Yes
8087-LGYHQ,Male,16/11/1986,,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0,0,No
4137-BTIKL,Male,26/02/1987,,Yes,Month-to-month,No,Mailed check,90.75,174.75,0,0,No
2190-BCXEC,Female,22/09/1966,,Yes,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,0,0,No
6227-FBDXH,Male,23/12/1986,,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,0,0,No
2153-MREFK,Female,23/05/1956,30/03/2010,Yes,One year,Yes,Electronic check,99.2,3754.6,0,4,Yes
2911-WDXMV,Male,10/10/1991,,Yes,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,3,0,No
7206-PQBBZ,Male,18/04/1954,,Yes,Month-to-month,Yes,Electronic check,70.2,834.7,0,0,No
3106-ULWFW,Female,08/01/2003,26/04/2005,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,0,0,Yes
0925-VYDLG,Female,13/04/1956,05/05/2017,Yes,Month-to-month,No,Electronic check,75.25,242,0,0,Yes
4547-FZJWE,Male,25/05/1975,,Yes,One year,No,Credit card (automatic),59.45,3157,0,0,No
7422-WNBTY,Male,29/01/1956,,Yes,Month-to-month,Yes,Electronic check,93.35,3092,0,0,No
0842-IWYCP,Female,01/11/1963,,Yes,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,0,0,No
3521-HTQTV,Male,23/10/1998,,Yes,Two year,No,Bank transfer (automatic),26.1,980.35,0,0,No
3744-ZBHON,Female,27/05/1975,,Yes,Month-to-month,No,Electronic check,20.2,65.95,0,0,No
3373-DIUUN,Male,11/07/1986,,Yes,Two year,No,Mailed check,21.25,711.9,0,0,No
8383-SGHJU,Female,14/03/1966,,Yes,One year,No,Electronic check,59.4,1952.8,0,0,No
7607-QKKTJ,Male,13/01/1964,,Yes,One year,Yes,Credit card (automatic),95,4368.85,0,0,No
7707-PYBBH,Male,21/08/1970,,Yes,Month-to-month,Yes,Mailed check,61.9,2647.1,0,0,No
8984-HPEMB,Female,18/10/1984,,Yes,Two year,Yes,Electronic check,118.65,8477.6,3,0,No
4349-GFQHK,Male,17/12/1981,25/12/2009,Yes,Month-to-month,No,Electronic check,54.35,54.35,0,0,Yes
4139-DETXS,Female,27/09/1959,,No,Two year,No,Bank transfer (automatic),64.45,4528,0,0,No
9779-DPNEJ,Female,05/07/1999,,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,0,0,No
9805-FILKB,Male,05/06/1967,,Yes,One year,Yes,Bank transfer (automatic),20.2,845.6,0,0,No
5793-YOLJN,Female,13/01/1957,,Yes,Two year,No,Mailed check,21,1210.3,0,5,No
0673-IGUQO,Male,19/02/2003,,Yes,Month-to-month,No,Mailed check,20.45,20.45,0,0,No
4123-FCVCB,Female,18/08/1956,,Yes,One year,Yes,Mailed check,75.85,854.45,5,0,No
8819-IMISP,Male,06/06/1985,,Yes,Month-to-month,Yes,Electronic check,80.45,2429.1,0,0,No
7802-EFKNY,Male,29/08/2000,10/06/2011,No,Month-to-month,Yes,Electronic check,24.95,100.4,0,0,Yes
8311-UEUAB,Female,23/08/1970,,Yes,Two year,Yes,Electronic check,75.5,5229.45,0,0,No
5858-EAFCZ,Male,25/12/1987,,Yes,Month-to-month,No,Mailed check,44.45,44.45,0,0,No
8035-BUYVG,Male,10/01/1994,14/11/2003,No,One year,Yes,Electronic check,42.35,1716.45,0,5,Yes
1163-ONYEY,Male,31/05/1991,,Yes,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,0,0,No
9787-XVQIU,Male,09/10/1976,07/03/2016,Yes,Month-to-month,Yes,Electronic check,75.3,75.3,0,0,Yes
8945-MUQUF,Male,05/10/1955,11/06/2014,Yes,One year,Yes,Electronic check,94.8,4837.6,0,4,Yes
5656-MJEFC,Male,13/06/1955,,No,Two year,No,Credit card (automatic),48.15,2032.3,0,0,No
6082-OQFBA,Male,12/01/1971,,Yes,One year,No,Mailed check,19.65,436.9,0,0,No
8051-HJRLT,Female,14/09/1977,16/09/2019,Yes,Month-to-month,Yes,Electronic check,70.55,70.55,0,0,Yes
8974-OVACP,Female,27/03/1965,,Yes,Month-to-month,No,Mailed check,20.15,20.15,1,0,No
4010-YLMVT,Female,05/11/1980,,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,0,0,No
1379-FRVEB,Male,17/01/1971,,Yes,Month-to-month,Yes,Electronic check,91,1430.05,0,0,No
8612-GXIDD,Male,18/01/1971,,Yes,Two year,Yes,Bank transfer (automatic),25.4,313,1,0,No
6288-CHQJB,Female,10/04/1983,,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,3,0,No
8160-HOWOX,Female,04/05/1993,,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,0,No
3023-GFLBR,Female,12/01/1974,08/09/2014,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,0,0,Yes
6648-INWPS,Male,30/04/1960,,Yes,Month-to-month,No,Electronic check,20.15,341.35,0,0,No
4223-BKEOR,Female,11/01/1960,,Yes,One year,No,Mailed check,64.85,1336.8,0,0,No
4079-VTGLK,Male,18/09/2002,,Yes,Two year,No,Electronic check,74.85,2181.75,0,0,No
1763-WQFUK,Male,23/01/1994,,Yes,Month-to-month,Yes,Mailed check,50.5,147.75,0,0,No
1391-UBDAR,Male,11/05/1965,,Yes,Month-to-month,No,Electronic check,72.9,818.45,0,0,No
8894-JVDCV,Female,22/01/1998,,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,0,0,No
2023-VQFDL,Male,25/09/1973,,Yes,Month-to-month,No,Electronic check,19,348.8,0,0,No
1345-GKDZZ,Male,11/07/1994,,Yes,Month-to-month,No,Mailed check,19.55,128.6,0,0,No
2014-MKGMH,Female,05/02/1953,,Yes,One year,Yes,Electronic check,101.1,4674.4,3,0,No
5628-FCGYG,Male,03/02/1956,,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,0,0,No
2560-WBWXF,Male,02/04/1964,,Yes,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,0,No
0248-IPDFW,Female,17/05/1952,,Yes,Month-to-month,Yes,Electronic check,50.1,50.1,0,0,No
7978-DKUQH,Female,09/12/1989,,Yes,Month-to-month,Yes,Electronic check,74.6,1797.75,0,0,No
4335-UPJSI,Female,21/09/1965,,Yes,Two year,No,Mailed check,19.75,498.1,0,0,No
0524-IAVZO,Female,02/02/1994,21/05/2020,Yes,Month-to-month,Yes,Electronic check,85,2624.25,0,0,Yes
2737-YNGYW,Female,20/03/1969,31/08/2005,Yes,Month-to-month,No,Electronic check,80.55,184.1,0,0,Yes
1784-EZDKJ,Male,02/07/1964,,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,0,0,No
9297-FVVDH,Female,20/11/1972,,Yes,Two year,Yes,Electronic check,84.5,4845.4,5,0,No
8007-YYPWD,Female,01/05/1988,,Yes,Two year,No,Bank transfer (automatic),25.05,369.1,0,0,No
7101-HRBLJ,Female,13/07/1969,,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,0,No
5159-YFPKQ,Female,16/05/1977,13/01/2011,Yes,Month-to-month,Yes,Electronic check,75.8,160.75,0,0,Yes
6635-CPNUN,Male,06/08/1987,,Yes,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,0,No
4021-RQSNY,Male,14/03/1996,30/05/2003,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,0,4,Yes
5453-YBTWV,Male,16/09/1990,,Yes,Two year,Yes,Credit card (automatic),101.1,6994.8,0,0,No
5039-LZRQT,Female,19/12/2000,,Yes,One year,No,Mailed check,20.2,273.25,0,0,No
2931-VUVJN,Female,12/09/1963,,Yes,One year,Yes,Electronic check,94.05,5483.9,0,5,No
9061-TIHDA,Male,03/08/1999,21/03/2015,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,0,0,Yes
8699-ASUFO,Male,03/09/1990,15/05/2013,Yes,Month-to-month,Yes,Mailed check,74.4,527.9,0,0,Yes
6418-PIQSP,Female,05/10/1951,,Yes,Two year,No,Mailed check,81,4985.9,0,2,No
8220-OCUFY,Female,11/09/1991,,Yes,One year,Yes,Electronic check,60.25,1258.35,0,0,No
3995-WFCSM,Female,28/04/1967,,Yes,Month-to-month,No,Electronic check,60.85,111.4,0,0,No
1895-QTKDO,Female,08/03/1997,,Yes,Month-to-month,No,Credit card (automatic),43.95,43.95,0,0,No
2038-OEQZH,Male,09/11/1982,,Yes,Month-to-month,No,Electronic check,86.05,308.1,3,0,No
1178-PZGAB,Female,12/03/1963,,Yes,One year,No,Credit card (automatic),20.25,383.65,1,0,No
7927-AUXBZ,Female,20/06/1994,25/08/2013,Yes,Month-to-month,No,Electronic check,85.15,2555.9,0,0,Yes
2626-VEEWG,Male,21/06/1983,,Yes,Two year,Yes,Credit card (automatic),19.4,1284.2,0,0,No
2878-RMWXY,Male,06/09/1973,,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,1,0,No
1657-DYMBM,Male,17/04/1967,,Yes,Two year,No,Credit card (automatic),19.9,1110.05,0,0,No
7311-MQJCH,Female,21/12/1983,,Yes,One year,No,Electronic check,19.55,99.6,0,0,No
7375-WMVMT,Male,24/07/1992,,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,0,0,No
1136-XGEQU,Female,18/06/1964,,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,0,0,No
2530-FMFXO,Male,26/02/1967,,Yes,Two year,Yes,Electronic check,103.2,5873.75,0,0,No
6844-DZKRF,Male,04/02/1971,,Yes,Month-to-month,Yes,Credit card (automatic),50.2,109.25,4,0,No
4695-WJZUE,Female,10/05/1981,03/11/2010,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,0,0,Yes
7619-ODSGN,Male,26/11/1993,27/02/2016,Yes,Month-to-month,No,Electronic check,54.75,1338.15,0,0,Yes
5970-GHJAW,Male,28/07/1951,,Yes,Two year,No,Credit card (automatic),19.95,862.4,0,0,No
8879-XUAHX,Male,20/02/1966,,Yes,Two year,Yes,Electronic check,116.25,8564.75,0,0,No
3689-MOZGR,Female,11/08/1982,,No,Month-to-month,Yes,Electronic check,31.2,926.2,0,2,No
4195-PNGZS,Male,17/04/1977,,Yes,Two year,No,Bank transfer (automatic),24.45,1718.2,0,0,No
5003-XZWWO,Male,04/09/1981,,Yes,Two year,No,Credit card (automatic),84.2,5956.85,0,0,No
3988-RQIXO,Female,17/12/1974,29/09/2014,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,0,1,Yes
7622-FWGEW,Male,08/10/1967,,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,0,5,No
6922-NCEDI,Male,28/01/1986,,Yes,One year,Yes,Mailed check,21.2,1238.65,0,0,No
2514-GINMM,Male,25/11/1967,26/11/2021,Yes,Month-to-month,Yes,Electronic check,79.5,79.5,5,0,Yes
9891-NQDBD,Female,14/11/1994,,Yes,One year,No,Mailed check,25.55,672.2,0,0,No
6131-IUNXN,Female,15/06/1954,,Yes,Month-to-month,No,Mailed check,20.2,382.2,0,0,No
8548-AWOFC,Male,02/08/1980,,Yes,Month-to-month,No,Electronic check,63.85,4264.6,3,0,No
9798-DRYDS,Female,12/09/1951,,Yes,One year,Yes,Mailed check,61.95,1070.7,0,0,No
8532-UEFWH,Male,22/10/1964,,Yes,Two year,No,Mailed check,25.75,1345.85,0,0,No
6296-DDOOR,Female,12/05/1966,,Yes,One year,No,Electronic check,58.2,1045.25,0,0,No
7951-VRDVK,Female,08/12/1967,,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,0,0,No
5931-FLJJF,Male,11/05/1977,01/03/2022,Yes,Month-to-month,Yes,Mailed check,70.1,467.55,0,0,Yes
4815-YOSUK,Male,02/12/1954,,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,0,0,No
2659-VXMWZ,Male,11/08/1997,07/06/2010,Yes,One year,Yes,Electronic check,111.3,7482.1,0,7,Yes
0380-NEAVX,Male,01/12/1956,,Yes,One year,Yes,Electronic check,99.85,3343.15,0,0,No
3207-OYBWH,Male,11/12/1964,27/02/2021,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,0,6,Yes
4285-GYRQC,Female,13/11/1992,12/06/2007,Yes,Month-to-month,Yes,Electronic check,86.25,587.1,0,1,Yes
7216-EWTRS,Female,13/10/1962,20/03/2019,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,4,0,Yes
4365-MSDYN,Male,02/11/2001,,Yes,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,0,No
7036-TYDEC,Female,01/05/1997,,Yes,Two year,No,Electronic check,104,7028.5,0,0,No
5802-ADBRC,Female,24/11/1969,,Yes,One year,Yes,Mailed check,104.4,5232.9,0,0,No
8076-FEZKJ,Male,01/11/1988,,Yes,One year,No,Mailed check,19.5,225.85,0,0,No
5197-YPYBZ,Female,13/03/1956,,Yes,Two year,No,Credit card (automatic),25.25,274.7,2,0,No
8337-MSSXB,Female,05/05/1986,11/08/2017,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,3,1,Yes
4312-GVYNH,Female,26/03/1992,,No,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0,0,No
8495-LJDFO,Female,13/02/1962,,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,0,0,No
0839-JTCUD,Female,14/07/1956,,Yes,Two year,No,Credit card (automatic),89.9,5958.85,0,0,No
